"entity_id"	"tweet_id"	"topic"
"RL2013D01E001"	"208780736512278528"	"New products: BMW 7 Series"
"RL2013D01E001"	"208782495846629376"	"BMW vehicles for sale"
"RL2013D01E001"	"208782726558527488"	"other topics"
"RL2013D01E001"	"208785796793241601"	"BMW breaks down"
"RL2013D01E001"	"208804763410763776"	"BMW vehicles for sale"
"RL2013D01E001"	"208810220208660480"	"Raffle to win a BMW"
"RL2013D01E001"	"208810522181771264"	"other topics"
"RL2013D01E001"	"208838009183928320"	"Pictures of BMW"
"RL2013D01E001"	"208839756510007296"	"Comparison with competition"
"RL2013D01E001"	"208842562482610179"	"Sport"
"RL2013D01E001"	"208844584137134080"	"Pictures of BMW"
"RL2013D01E001"	"208845116813737984"	"Opinion about BMW"
"RL2013D01E001"	"208853020665061376"	"Raffle to win a BMW"
"RL2013D01E001"	"208853887103406080"	"Opinion about BMW"
"RL2013D01E001"	"208855053119926272"	"Opinion about BMW"
"RL2013D01E001"	"208856298849181697"	"Own a BMW"
"RL2013D01E001"	"208857427121143810"	"New products: BMW 7 Series"
"RL2013D01E001"	"208860182762094592"	"News about BMW"
"RL2013D01E001"	"208862363808575488"	"BMW vehicles for sale"
"RL2013D01E001"	"208866725867945985"	"BMW parts and accesories for sale"
"RL2013D01E001"	"208873630506024960"	"Own a BMW"
"RL2013D01E001"	"208875131244781568"	"BMW stolen"
"RL2013D01E001"	"208876444078714880"	"Review of car models"
"RL2013D01E001"	"208890490802806785"	"Opinion about BMW"
"RL2013D01E001"	"208908245119676416"	"Opinion about BMW"
"RL2013D01E001"	"208909595853332480"	"other topics"
"RL2013D01E001"	"208910577307881473"	"Exhibitions at BMW Museum"
"RL2013D01E001"	"208912989062053888"	"other topics"
"RL2013D01E001"	"208913475597123584"	"Raffle to win a BMW"
"RL2013D01E001"	"208918368529563649"	"other topics"
"RL2013D01E001"	"208920333258997762"	"BMW repairs"
"RL2013D01E001"	"208921940105248768"	"Concorso d'Eleganza Villa d’Este 2012"
"RL2013D01E001"	"208923571274256385"	"Review of car models"
"RL2013D01E001"	"208925228007571456"	"Pictures of BMW"
"RL2013D01E001"	"208933343994191872"	"Comparison with competition"
"RL2013D01E001"	"208938398151487488"	"Drive a BMW"
"RL2013D01E001"	"208943787827924993"	"Own a BMW"
"RL2013D01E001"	"208958061044441089"	"other topics"
"RL2013D01E001"	"208962381156597762"	"Pictures of BMW"
"RL2013D01E001"	"208982341882888192"	"Own a BMW"
"RL2013D01E001"	"208983365255307264"	"other topics"
"RL2013D01E001"	"208984246075924480"	"other topics"
"RL2013D01E001"	"208986271941529600"	"other topics"
"RL2013D01E001"	"208992076799557632"	"New products"
"RL2013D01E001"	"208994740237123585"	"BMW repairs"
"RL2013D01E001"	"209004865261801473"	"Own a BMW"
"RL2013D01E001"	"209006400372879360"	"BMW vehicles for sale"
"RL2013D01E001"	"209020644250222592"	"Review: Zagato Coupé"
"RL2013D01E001"	"209025249587642368"	"Review: Zagato Coupé"
"RL2013D01E001"	"209026285605883904"	"BMW breaks down"
"RL2013D01E001"	"209028823151419392"	"Own a BMW"
"RL2013D01E001"	"209030203077443584"	"Own a BMW"
"RL2013D01E001"	"209051988267245569"	"Own a BMW"
"RL2013D01E001"	"209052709712703489"	"other topics"
"RL2013D01E001"	"209055310172786688"	"Own a BMW"
"RL2013D01E001"	"209065246478962688"	"other topics"
"RL2013D01E001"	"209065686868299776"	"Review of car models"
"RL2013D01E001"	"209085337199316992"	"Beat the devil short film"
"RL2013D01E001"	"209085479780487168"	"BMW vehicles for sale"
"RL2013D01E001"	"209091343446843392"	"Pictures of BMW"
"RL2013D01E001"	"209121097822650368"	"Raffle to win a BMW"
"RL2013D01E001"	"209158750613929984"	"Own a BMW"
"RL2013D01E001"	"209160956314525696"	"New products"
"RL2013D01E001"	"209162500460122112"	"Handwriting recognition, gesture controls in BMW vehicles"
"RL2013D01E001"	"209168539595190272"	"Pictures of BMW"
"RL2013D01E001"	"209197157339766784"	"BMW parts and accesories for sale"
"RL2013D01E001"	"209211921277263873"	"Own a BMW"
"RL2013D01E001"	"209228442644918272"	"Own a BMW"
"RL2013D01E001"	"209237363933724672"	"Own a BMW"
"RL2013D01E001"	"209251117056536576"	"Drive a BMW"
"RL2013D01E001"	"209270750597746688"	"BMW parts and accesories for sale"
"RL2013D01E001"	"209276580663541760"	"other topics"
"RL2013D01E001"	"209301712958263296"	"Pictures of BMW"
"RL2013D01E001"	"209305970155855874"	"Own a BMW"
"RL2013D01E001"	"209319316431192065"	"other topics"
"RL2013D01E001"	"209326845202673665"	"Drive a BMW"
"RL2013D01E001"	"209337104470257664"	"other topics"
"RL2013D01E001"	"209341852447547393"	"other topics"
"RL2013D01E001"	"209349414760873987"	"Pictures of BMW"
"RL2013D01E001"	"209350076760461314"	"Handwriting recognition, gesture controls in BMW vehicles"
"RL2013D01E001"	"209359237132976129"	"Comparison with competition"
"RL2013D01E001"	"209360982655512577"	"BMW sales"
"RL2013D01E001"	"209373896934305792"	"BMW vehicles for sale"
"RL2013D01E001"	"209382260342919171"	"Videos of BMW"
"RL2013D01E001"	"209388811879325696"	"BMW sales"
"RL2013D01E001"	"209389164205051905"	"Opinion about BMW"
"RL2013D01E001"	"209402581754195968"	"Own a BMW"
"RL2013D01E001"	"209404641153261569"	"BMW vehicles for sale"
"RL2013D01E001"	"209405471650627584"	"Pictures of BMW"
"RL2013D01E001"	"209407514272473088"	"New products: BMW 7 Series"
"RL2013D01E001"	"209418394305437697"	"Own a BMW"
"RL2013D01E001"	"209432126439960577"	"BMW merchandising for sale"
"RL2013D01E001"	"209435267961065473"	"Opinion about BMW"
"RL2013D01E001"	"209438866694864896"	"BMW Championship"
"RL2013D01E001"	"209438879273594882"	"Comparison with competition"
"RL2013D01E001"	"209444403150983168"	"Own a BMW"
"RL2013D01E001"	"209449050444021761"	"Own a BMW"
"RL2013D01E001"	"209452879877115904"	"Own a BMW"
"RL2013D01E001"	"209454515643092992"	"Own a BMW"
"RL2013D01E001"	"209454767305535488"	"Pictures of BMW"
"RL2013D01E001"	"209479912141230084"	"Pictures of BMW"
"RL2013D01E001"	"209486971175845888"	"Own a BMW"
"RL2013D01E001"	"209493375861268482"	"BMW parts and accesories for sale"
"RL2013D01E001"	"209494621577953281"	"Opinion about BMW"
"RL2013D01E001"	"209495384949661696"	"other topics"
"RL2013D01E001"	"209539416740474880"	"BMW sales"
"RL2013D01E001"	"209548547757060096"	"Pictures of BMW"
"RL2013D01E001"	"209552758813114368"	"Pictures of BMW"
"RL2013D01E001"	"209559306062938112"	"Pictures of BMW"
"RL2013D01E001"	"209561239695790080"	"Favourite car brand"
"RL2013D01E001"	"209573436744400896"	"BMW vehicles for sale"
"RL2013D01E001"	"209576343388696576"	"Woking at BMW"
"RL2013D01E001"	"209577270317293569"	"Review of car models"
"RL2013D01E001"	"209594609591009281"	"Own a BMW"
"RL2013D01E001"	"209613156786511872"	"BMW vehicles for sale"
"RL2013D01E001"	"209622015169150979"	"BMW parts and accesories for sale"
"RL2013D01E001"	"209623827095883776"	"Review of car models"
"RL2013D01E001"	"209631594951094275"	"Sport"
"RL2013D01E001"	"209640470094163970"	"New products"
"RL2013D01E001"	"209640621445615616"	"other topics"
"RL2013D01E001"	"209644098183897088"	"BMW sales"
"RL2013D01E001"	"209647285854937088"	"Opinion about BMW"
"RL2013D01E001"	"209660376281907201"	"BMW breaks down"
"RL2013D01E001"	"209666239910526977"	"other topics"
"RL2013D01E001"	"209667322028376065"	"BMW vehicles for sale"
"RL2013D01E001"	"209678734742142976"	"Review: Zagato Coupé"
"RL2013D01E001"	"209683759505752065"	"Comparison between BMW models"
"RL2013D01E001"	"209694161400639488"	"BMW vehicles for sale"
"RL2013D01E001"	"209694966690234369"	"Opinion about BMW"
"RL2013D01E001"	"209698603168571392"	"Comparison with competition"
"RL2013D01E001"	"209703766365188096"	"Review: Zagato Coupé"
"RL2013D01E001"	"209711056027795456"	"Opinion about BMW"
"RL2013D01E001"	"209713752986230785"	"other topics"
"RL2013D01E001"	"209716198261276675"	"New products"
"RL2013D01E001"	"209724842713415681"	"BMW vehicles for sale"
"RL2013D01E001"	"209725333476343808"	"Own a BMW"
"RL2013D01E001"	"209727036338601984"	"other topics"
"RL2013D01E001"	"209728099510784001"	"Electric BMW cars "
"RL2013D01E001"	"209728504361779200"	"BMW Championship"
"RL2013D01E001"	"209736377049427969"	"BMW vehicles for sale"
"RL2013D01E001"	"209736607744528384"	"BMW copyrights a number of vehicles"
"RL2013D01E001"	"209737874415943681"	"New products"
"RL2013D01E001"	"209738344182198273"	"Drive a BMW"
"RL2013D01E001"	"209739019473530880"	"Videos of BMW"
"RL2013D01E001"	"209739069805182977"	"BMW Championship"
"RL2013D01E001"	"209739870896259073"	"Drive a BMW"
"RL2013D01E001"	"209745617126309888"	"Own a BMW"
"RL2013D01E001"	"209751828873756673"	"New products"
"RL2013D01E001"	"209757130490781696"	"BMW Championship"
"RL2013D01E001"	"209764210454966273"	"other topics"
"RL2013D01E001"	"209764923490832384"	"BMW vehicles for sale"
"RL2013D01E001"	"209768216225005568"	"Own a BMW"
"RL2013D01E001"	"209777419119374337"	"Own a BMW"
"RL2013D01E001"	"209785595101319168"	"Comparison with competition"
"RL2013D01E001"	"209791737672110082"	"other topics"
"RL2013D01E001"	"209792119362170881"	"BMW copyrights a number of vehicles"
"RL2013D01E001"	"209801845961531393"	"other topics"
"RL2013D01E001"	"209805985722810368"	"New products: BMW 7 Series"
"RL2013D01E001"	"209807902507147266"	"other topics"
"RL2013D01E001"	"209810058396188672"	"Drive a BMW"
"RL2013D01E001"	"209813023785889792"	"Own a BMW"
"RL2013D01E001"	"209824579085008898"	"other topics"
"RL2013D01E001"	"209825306608017409"	"BMW stolen"
"RL2013D01E001"	"209827938714140672"	"BMW vehicles for sale"
"RL2013D01E001"	"209831034097897473"	"BMW vehicles for sale"
"RL2013D01E001"	"209835102593757184"	"Own a BMW"
"RL2013D01E001"	"209838340600627200"	"Facts about BMW "
"RL2013D01E001"	"209840781685563392"	"BMW vehicles for sale"
"RL2013D01E001"	"209855288445116416"	"Own a BMW"
"RL2013D01E001"	"209855931520004099"	"other topics"
"RL2013D01E001"	"209861182780227584"	"Own a BMW"
"RL2013D01E001"	"209867193192677376"	"BMW vehicles for sale"
"RL2013D01E001"	"209872838730067968"	"BMW copyrights a number of vehicles"
"RL2013D01E001"	"209873010717503488"	"News involving a BMW but not directly involved with the brand"
"RL2013D01E001"	"209887850148265985"	"other topics"
"RL2013D01E001"	"209890807157764097"	"Job offers"
"RL2013D01E001"	"209896968569368576"	"BMW parts and accesories for sale"
"RL2013D01E001"	"209902626677067776"	"BMW vehicles for sale"
"RL2013D01E001"	"209904405070364672"	"BMW vehicles for sale"
"RL2013D01E001"	"209914957960196096"	"Opinion about BMW"
"RL2013D01E001"	"209918883824537600"	"Pictures of BMW"
"RL2013D01E001"	"209924197995126784"	"BMW vehicles for sale"
"RL2013D01E001"	"209934100734291968"	"Pictures of BMW"
"RL2013D01E001"	"209940635485081600"	"BMW vehicles for sale"
"RL2013D01E001"	"209949024084688897"	"News involving a BMW but not directly involved with the brand"
"RL2013D01E001"	"209952572457484288"	"BMW parts and accesories for sale"
"RL2013D01E001"	"209955114201530368"	"BMW merchandising for sale"
"RL2013D01E001"	"209957114884538368"	"other topics"
"RL2013D01E001"	"209962903032434688"	"BMW tuning"
"RL2013D01E001"	"209966036190113792"	"Comparison with competition"
"RL2013D01E001"	"209970620535029760"	"Car dealer"
"RL2013D01E001"	"209982908935577600"	"Pictures of BMW"
"RL2013D01E001"	"209984340124372994"	"New products"
"RL2013D01E001"	"209997166314389505"	"other topics"
"RL2013D01E001"	"210000057079042049"	"other topics"
"RL2013D01E001"	"210005655560536064"	"BMW repairs"
"RL2013D01E001"	"210021718247489536"	"other topics"
"RL2013D01E001"	"210028442014597121"	"other topics"
"RL2013D01E001"	"210034243932405760"	"Pictures of BMW"
"RL2013D01E001"	"210037276439355393"	"Pictures of BMW"
"RL2013D01E001"	"210039046439833601"	"Own a BMW"
"RL2013D01E001"	"210040036270424064"	"Review of car models"
"RL2013D01E001"	"210049599283544065"	"Drive a BMW"
"RL2013D01E001"	"210053084762742785"	"BMW merchandising for sale"
"RL2013D01E001"	"210053256733392896"	"other topics"
"RL2013D01E001"	"210058537353756673"	"other topics"
"RL2013D01E001"	"210059065831854080"	"Pictures of BMW"
"RL2013D01E001"	"210064694575235072"	"BMW merchandising for sale"
"RL2013D01E001"	"210067436354011136"	"Salesmen/women"
"RL2013D01E001"	"210071666414465024"	"Own a BMW"
"RL2013D01E001"	"210072928006574080"	"Pictures of BMW"
"RL2013D01E001"	"210081064977301504"	"Pictures of BMW"
"RL2013D01E001"	"210093249396867074"	"Opinion about BMW"
"RL2013D01E001"	"210098441970397185"	"New products: BMW 7 Series"
"RL2013D01E001"	"210098530046578689"	"other topics"
"RL2013D01E001"	"210100744618119169"	"other topics"
"RL2013D01E001"	"210105865896861696"	"Pictures of BMW"
"RL2013D01E001"	"210113499513364481"	"other topics"
"RL2013D01E001"	"210114403444596736"	"Videos of BMW"
"RL2013D01E001"	"210115003045519360"	"other topics"
"RL2013D01E001"	"210120306206048258"	"Friars Foundation Annual Gala"
"RL2013D01E001"	"210120839553744896"	"Pictures of BMW"
"RL2013D01E001"	"210123096064135168"	"Videos of BMW"
"RL2013D01E001"	"210127424619429888"	"Drive a BMW"
"RL2013D01E001"	"210130087989874688"	"Comparison between BMW models"
"RL2013D01E001"	"210136979210371073"	"Opinion about BMW"
"RL2013D01E001"	"210138791170674688"	"New products"
"RL2013D01E001"	"210141148365328384"	"other topics"
"RL2013D01E001"	"210147823654682624"	"other topics"
"RL2013D01E001"	"210151227277852672"	"Pictures of BMW"
"RL2013D01E001"	"210156235281010688"	"other topics"
"RL2013D01E001"	"210156696650268674"	"Own a BMW"
"RL2013D01E001"	"210163168465522689"	"Videogames"
"RL2013D01E001"	"210172773425881089"	"Own a BMW"
"RL2013D01E001"	"210174551823360000"	"Own a BMW"
"RL2013D01E001"	"210180369285259265"	"other topics"
"RL2013D01E001"	"210182427660918784"	"Own a BMW"
"RL2013D01E001"	"210190532092231683"	"BMW vehicles for sale"
"RL2013D01E001"	"210212749349883905"	"Own a BMW"
"RL2013D01E001"	"210216578741047298"	"Comparison with competition"
"RL2013D01E001"	"210267002667929602"	"BMW Championship"
"RL2013D01E001"	"210269489894408193"	"BMW vehicles for sale"
"RL2013D01E001"	"210277836546768897"	"Opinion about BMW"
"RL2013D01E001"	"210279182893195264"	"BMW vehicles for sale"
"RL2013D01E001"	"210308463354585088"	"BMW copyrights a number of vehicles"
"RL2013D01E001"	"210322405221085184"	"Own a BMW"
"RL2013D01E001"	"210346497307455488"	"Review: Zagato Coupé"
"RL2013D01E001"	"210352805511299073"	"BMW vehicles for sale"
"RL2013D01E001"	"210353002668761088"	"BMW parts and accesories for sale"
"RL2013D01E001"	"210353514357071872"	"Seminar of BMW X5 gearbox"
"RL2013D01E001"	"210368169280421889"	"BMW vehicles for sale"
"RL2013D01E001"	"210373655404871683"	"Global Innovation Series"
"RL2013D01E001"	"210379271603093504"	"Review of car models"
"RL2013D01E001"	"210382999454367744"	"other topics"
"RL2013D01E001"	"210384694708154368"	"BMW Championship"
"RL2013D01E001"	"210388830832967680"	"Electric BMW cars "
"RL2013D01E001"	"210396153664118786"	"Pictures of BMW"
"RL2013D01E001"	"210397730718220288"	"Pictures of BMW"
"RL2013D01E001"	"210401971146985474"	"Global Innovation Series"
"RL2013D01E001"	"210404194144878592"	"Own a BMW"
"RL2013D01E001"	"210404735197523970"	"Global Innovation Series"
"RL2013D01E001"	"210406794630139904"	"BMW looks to patent seven-speed manual gearbox"
"RL2013D01E001"	"210407381794955264"	"Pictures of BMW"
"RL2013D01E001"	"210418039559176193"	"other topics"
"RL2013D01E001"	"210418173751721984"	"Electric BMW cars "
"RL2013D01E001"	"210419926463283200"	"BMW official partner of the olympics"
"RL2013D01E001"	"210420396758011904"	"BMW is going to lead in sustainable mobility"
"RL2013D01E001"	"210423714423111680"	"BMW official partner of the olympics"
"RL2013D01E001"	"210425257943760896"	"other topics"
"RL2013D01E001"	"210429861456654337"	"BMW vehicles for sale"
"RL2013D01E001"	"210430580528132096"	"BMW vehicles for sale"
"RL2013D01E001"	"210432438583820290"	"Opinion about BMW"
"RL2013D01E001"	"210432786694279170"	"other topics"
"RL2013D01E001"	"210436973473697793"	"Own a BMW"
"RL2013D01E001"	"210451367461011460"	"Pictures of BMW"
"RL2013D01E001"	"210453655663554560"	"New products"
"RL2013D01E001"	"210454395761074176"	"Own a BMW"
"RL2013D01E001"	"210455528235732993"	"BMW parts and accesories for sale"
"RL2013D01E001"	"210459026297847809"	"BMW official partner of the olympics"
"RL2013D01E001"	"210461140214489089"	"Pictures of BMW"
"RL2013D01E001"	"210477317640814593"	"Comparison with competition"
"RL2013D01E001"	"210500335972790273"	"other topics"
"RL2013D01E001"	"210501602660978688"	"Opinion about BMW"
"RL2013D01E001"	"210506858132287488"	"Opinion about BMW"
"RL2013D01E001"	"210509873824276480"	"BMW vehicles for sale"
"RL2013D01E001"	"210516282733367296"	"Own a BMW"
"RL2013D01E001"	"210521504625070081"	"Pictures of BMW"
"RL2013D01E001"	"210523958309691394"	"BMW repairs"
"RL2013D01E001"	"210531566785544192"	"BMW vehicles for sale"
"RL2013D01E001"	"210536008553476097"	"other topics"
"RL2013D01E001"	"210543562461421569"	"Drive a BMW"
"RL2013D01E001"	"210564243874000898"	"Own a BMW"
"RL2013D01E001"	"210572826120421376"	"other topics"
"RL2013D01E001"	"210572859674865664"	"Comparison with competition"
"RL2013D01E001"	"210586344383188992"	"Own a BMW"
"RL2013D01E001"	"210593197888507904"	"BMW vehicles for sale"
"RL2013D01E001"	"210593487287107586"	"Raffle to win a BMW"
"RL2013D01E001"	"210606586094305280"	"Drive a BMW"
"RL2013D01E001"	"210621052236210177"	"other topics"
"RL2013D01E001"	"210643424674713601"	"BMW world leader in reputation"
"RL2013D01E001"	"210646184493203457"	"Drive a BMW"
"RL2013D01E001"	"210651838423371778"	"BMW builds three millionth engine"
"RL2013D01E001"	"210652463366275073"	"Own a BMW"
"RL2013D01E001"	"210660327698857984"	"BMW builds three millionth engine"
"RL2013D01E001"	"210674353472421888"	"Euro NCAP crash test"
"RL2013D01E001"	"210694406423068673"	"Own a BMW"
"RL2013D01E001"	"210711213020151808"	"Drive a BMW"
"RL2013D01E001"	"210716111954644994"	"Opinion about BMW"
"RL2013D01E001"	"210717642850435072"	"Drive a BMW"
"RL2013D01E001"	"210724757723824128"	"BMW world leader in reputation"
"RL2013D01E001"	"210725603668795392"	"BMW parts and accesories for sale"
"RL2013D01E001"	"210726106985283586"	"BMW world leader in reputation"
"RL2013D01E001"	"210733572003332099"	"Own a BMW"
"RL2013D01E001"	"210734508394291203"	"Raffle to win a BMW"
"RL2013D01E001"	"210741722374877184"	"Opinion about BMW"
"RL2013D01E001"	"210744670945411072"	"BMW breaks down"
"RL2013D01E001"	"210748970115399681"	"Opinion about BMW"
"RL2013D01E001"	"210748974334869505"	"BMW merchandising for sale"
"RL2013D01E001"	"210750512251936769"	"other topics"
"RL2013D01E001"	"210752048759701505"	"Drive a BMW"
"RL2013D01E001"	"210752614986547200"	"BMW official partner of the olympics"
"RL2013D01E001"	"210755230160265218"	"Opinion about BMW"
"RL2013D01E001"	"210760005346004992"	"BMW sponsors events"
"RL2013D01E001"	"210760085025198081"	"BMW repairs"
"RL2013D01E001"	"210760743526731780"	"BMW vehicles for sale"
"RL2013D01E001"	"210761284608737280"	"BMW vehicles for sale"
"RL2013D01E001"	"210762438394654721"	"Raffle to win a BMW"
"RL2013D01E001"	"210764086382833665"	"Car dealer"
"RL2013D01E001"	"210766839708532736"	"BMW world leader in reputation"
"RL2013D01E001"	"210766904967708672"	"Drive a BMW"
"RL2013D01E001"	"210767555076427776"	"BMW world leader in reputation"
"RL2013D01E001"	"210768918254583810"	"BMW world leader in reputation"
"RL2013D01E001"	"210781132051070976"	"BMW vehicles for sale"
"RL2013D01E001"	"210782998520528896"	"BMW vehicles for sale"
"RL2013D01E001"	"210786043589443584"	"Drive a BMW"
"RL2013D01E001"	"210790759417393152"	"Own a BMW"
"RL2013D01E001"	"210800818864132096"	"Pictures of BMW"
"RL2013D01E001"	"210801180815798273"	"BMW vehicles for sale"
"RL2013D01E001"	"210801185026867200"	"BMW world leader in reputation"
"RL2013D01E001"	"210803697398185984"	"Videos of BMW"
"RL2013D01E001"	"210812411811336192"	"Review of car models"
"RL2013D01E001"	"210812715168563200"	"other topics"
"RL2013D01E001"	"210815965724811265"	"BMW vehicles for sale"
"RL2013D01E001"	"210822190105509889"	"Own a BMW"
"RL2013D01E001"	"210822840210034690"	"Opinion about BMW"
"RL2013D01E001"	"210822978622078976"	"BMW parts and accesories for sale"
"RL2013D01E001"	"210830066987446274"	"Opinion about BMW"
"RL2013D01E001"	"210832998814334976"	"other topics"
"RL2013D01E001"	"210835561550843905"	"BMW vehicles for sale"
"RL2013D01E001"	"210836098400796673"	"Sport"
"RL2013D01E001"	"210840917651898368"	"BMW vehicles for sale"
"RL2013D01E001"	"210844554117652480"	"BMW repairs"
"RL2013D01E001"	"210848819712229376"	"BMW vehicles for sale"
"RL2013D01E001"	"210852774945112064"	"Own a BMW"
"RL2013D01E001"	"210853286650191872"	"BMW looks to patent seven-speed manual gearbox"
"RL2013D01E001"	"210855786451173378"	"other topics"
"RL2013D01E001"	"210859024458055680"	"other topics"
"RL2013D01E001"	"210861125812756481"	"Opinion about BMW"
"RL2013D01E001"	"210861952111607808"	"BMW world leader in reputation"
"RL2013D01E001"	"210864217010618369"	"BMW tuning"
"RL2013D01E001"	"210866158964969473"	"Opinion about BMW"
"RL2013D01E001"	"210870768513454081"	"Opinion about BMW"
"RL2013D01E001"	"210870810481668096"	"BMW merchandising for sale"
"RL2013D01E001"	"210873100563259392"	"Own a BMW"
"RL2013D01E001"	"210885998463303680"	"Three people found dead inside a BMW"
"RL2013D01E001"	"210894831235510274"	"Favourite car brand"
"RL2013D01E001"	"210894923526963200"	"Favourite car brand"
"RL2013D01E001"	"210895028380368896"	"Favourite car brand"
"RL2013D01E001"	"210897565942689794"	"Own a BMW"
"RL2013D01E001"	"210898614518681602"	"Favourite car brand"
"RL2013D01E001"	"210899117801607169"	"Favourite car brand"
"RL2013D01E001"	"210900162191699968"	"Review of car models"
"RL2013D01E001"	"210905374465855491"	"Three people found dead inside a BMW"
"RL2013D01E001"	"210906826965909504"	"Drive a BMW"
